Location,Date,Time,SiteName,Transect#,Genus ,NumberperTransect,Growthforms,Signs of abornmality,Types,Syndrome,Cause,Potential Syndrome - If disease,Other non disease potential ,Other potential non diseae Symptom,Comments,New Cat
Leleuvia ,11/24/2014,4:28,LUDF1,1,Porites,1,M,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,1,Favites,1,SM,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,1,Merulina,1,F,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,1,Acropora,1,T,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,1,Porites,1,M,2,PR,PR,,,,,,PR
Leleuvia ,11/24/2014,4:28,LUDF1,1,Millepora,1,SM,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,1,Acropora,2,B,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,1,Porites,1,F,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,1,Montipora,1,E,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,1,Montipora,1,E,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,1,Porites,1,M,1,"FB, ",FB,B,,Focal Bleaching  ,,,FB
Leleuvia ,11/24/2014,4:28,LUDF1,1,Porites,1,SM,1,"B, P",B,B,,Bleaching ,Predation,Non focal bleaching with white patches all over colony,BL
Leleuvia ,11/24/2014,4:28,LUDF1,1,Montipora,1,E,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,1,Pocillopora,1,SM,1,"FB, P",FB,B,Ulcerative White Spot Disease,Predation,,White on tips of branches,FB
Leleuvia ,11/24/2014,4:28,LUDF1,1,Acropora,4,B,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,1,Acropora,1,T,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,1,Porites,1,M,1,FB,FB,B,,Focal Bleaching  ,,,FB
Leleuvia ,11/24/2014,4:28,LUDF1,1,Porites,2,E,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,1,Porites,1,E,1,UWSD,UWS,OWS,Ulcerative White Spot Disease,Focal Bleaching  ,,,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,1,Fungia,1,S,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,1,Montipora,1,SM,2,PR,PR,,,,,,PR
Leleuvia ,11/24/2014,4:28,LUDF1,1,Porites,1,E,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,1,Porites,1,SM,1,"FB, P",FB,B,,Focal Bleaching  ,Predation,,FB
Leleuvia ,11/24/2014,4:28,LUDF1,1,Acropora,1,D,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,1,Acropora,1,B,1,"B, P",B,B,,Bleaching ,Predation,,BL
Leleuvia ,11/24/2014,4:28,LUDF1,1,Porites,1,M,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,1,Leptoseris,1,F,1,"WS, FB, P",WS,WS,White Syndrome,Focal Bleaching  ,Predation,,WS
Leleuvia ,11/24/2014,4:28,LUDF1,1,Montipora,1,SM,1,"WS, FB, P",WS,WS,White Syndrome,Focal Bleaching  ,Predation,,WS
Leleuvia ,11/24/2014,4:28,LUDF1,1,Favites,1,SM,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,1,Leptoseris,1,F,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,1,Favites,1,E,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,1,Porites,1,M,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,1,Porites,2,M,1,"FB, PD",FB,B,,Focal Bleaching  ,,Partly dead,FB
Leleuvia ,11/24/2014,4:28,LUDF1,1,Acropora,1,B,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,1,Goniastrea,1,SM,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,1,Porites,1,E,1,FB,FB,B,,Focal Bleaching  ,,,FB
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,F,2,GA,GA,,,,,,GA
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,F,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,M,1,"FB, P",FB,B,,Focal Bleaching  ,Predation,White bands near edges and white spots in center,FB
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,2,M,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,2,T,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Pocillopora,2,SM,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,E,1,"FB, P",FB,B,Ulcerative White Spot Disease,Focal Bleaching  ,Predation,,FB
Leleuvia ,11/24/2014,4:28,LUDF1,2,Pocillopora,2,CC,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Millepora,1,SM,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,1,T,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,1,B,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Favites,1,SM,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,SM,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,M,1,"WS, FB",WS,WS,White Syndrome,Focal Bleaching  ,,,WS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,2,E,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,1,E,4,E,,,,,,,IG
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,SM,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,1,T,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,SM,1,"UWSD, P",UWS,OWS,Ulcerative White Spot Disease,Predation,,,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Millepora,2,B,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,2,E,1,"UWSD, P",UWS,OWS,Ulcerative White Spot Disease,Predation,,,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,3,B,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Fungia,3,S,1,"FB, P",FB,B,,Focal Bleaching  ,Predation,,FB
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,B,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Merulina,1,B,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,SM,1,"UWSD, P",UWS,OWS,Ulcerative White Spot Disease,Predation,,,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,1,SM,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Diploastrea,1,M,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,2,T,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,E,1,"WS, P",WS,WS,White Syndrome,Predation,,,WS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,M,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Pavona,1,E,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,M,1,"UWSD, P",UWS,OWS,Ulcerative White Spot Disease,Predation,,,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,3,B,1,"B, P",B,B,,Bleaching ,Predation,,BL
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,1,T,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Diploastrea,1,M,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,2,B,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,M,1,"FB, P",FB,B,,Focal Bleaching  ,Predation,,FB
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,3,T,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Diploastrea,1,E,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,2,M,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,1,M,1,"UWSD, P",UWS,OWS,Ulcerative White Spot Disease,Predation,,,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,E,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,2,M,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,M,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,1,T,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,2,M,1,"UWSD, P",UWS,OWS,,Predation,Focal Bleaching ,,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,1,B,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,2,M,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Turbinaria ,1,F,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Diploastrea,1,E,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Echinopora,1,F,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,1,T,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,E,1,"WS, P",WS,WS,White Syndrome,Predation,,,WS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Millepora,2,B,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,M,1,"FB, P",FB,B,,Predation,Focal Bleaching ,,FB
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,SM,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,M,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,SM,1,"WS, P, FB",WS,WS,White Syndrome,Predation,Focal Bleaching ,,WS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,3,B,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,M,1,"UWSD, P",UWS,OWS,,Predation,Focal Bleaching ,White patches on the surface,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,2,M,1,"UWSD, P",UWS,OWS,Ulcerative White Spot Disease,Predation,,,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,1,E,1,"WS, FB",WS,WS,White Syndrome,Focal Bleaching  ,,,WS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,F,1,"WS, FB",WS,WS,White Syndrome,Focal Bleaching  ,,,WS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,M,1,"B, P",B,B,,Bleaching ,Predation,,BL
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,SM,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Galaxea,1,M,1,"FB, P",FB,B,,Focal Bleaching  ,Predation,,FB
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,2,SM,1,"FB, P",FB,B,,Predation,Focal Bleaching ,,FB
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,1,T,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,1,B,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,F,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,SM,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,M,1,"UWSD, P",UWS,OWS,Ulcerative White Spot Disease,Predation,,,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,2,E,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,1,T,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,F,1,"UWSD, P",UWS,OWS,Ulcerative White Spot Disease,Predation,,,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,2,B,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Millepora,1,SM,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,2,M,1,"UWSD, P",UWS,OWS,Ulcerative White Spot Disease,Predation,,,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Favites,1,E,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,SM,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,1,SM,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,F,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,1,E,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,M,1,"WS, FB",WS,WS,White Syndrome,Focal Bleaching  ,,,WS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,M,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,SM,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,4,SM,1,UWSD,UWS,OWS,Ulcerative White Spot Disease,Focal Bleaching  ,,,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,1,B,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Millepora,4,B,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,1,SM,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,1,T,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Favites,1,E,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,3,M,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,F,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,1,E,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,16,T,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,2,SM,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,SM,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Pocillopora,1,CC,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,M,1,"UWSD, P",UWS,OWS,,Predation,Focal Bleaching ,,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,M,2,BBD,BBD,,Black Band Disease,,,,Others
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,2,SM,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,7,M,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,1,F,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Pocillopora,1,SM,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,SM,1,"UWSD, P",UWS,OWS,,Predation,Focal Bleaching ,,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,7,B,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,4,T,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,3,M,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Millepora,5,B,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,2,E,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,E,1,"UWSD, P",UWS,OWS,Ulcerative White Spot Disease,Predation,,,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,2,E,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,F,1,"FB, P",FB,B,,Focal Bleaching  ,Predation,,FB
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,1,SM,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,1,F,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,5,SM,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,2,F,1,"FB, P",FB,B,,Focal Bleaching  ,Predation,,FB
Leleuvia ,11/24/2014,4:28,LUDF1,2,Pavona,1,F,1,B ,B,B,,Bleaching ,,,BL
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,2,SM,1,"FB, P",FB,B,,Focal Bleaching  ,Predation,,FB
Leleuvia ,11/24/2014,4:28,LUDF1,2,Echinopora,1,F,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,F,1,"B, P",B,B,,Bleaching ,Predation,,BL
Leleuvia ,11/24/2014,4:28,LUDF1,2,Millepora,3,SM,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,SM,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,SM,1,"UWSD, P",UWS,OWS,Ulcerative White Spot Disease,Predation,,,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,1,E,1,"B, P",B,B,,Bleaching ,Predation,,BL
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,1,E,1,"UWSD, P",UWS,OWS,,Predation,Focal Bleaching ,,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Pocillopora,1,SM,1,B,B,B,,Bleaching ,,,BL
Leleuvia ,11/24/2014,4:28,LUDF1,2,Leptoria,1,M,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,2,SM,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,2,F,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Favites,1,SM,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,SM,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,2,F,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,F,1,"UWSD, P, PD",UWS,OWS,,Predation,Focal Bleaching ,,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,2,SM,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,F,1,FB,FB,B,,Focal Bleaching  ,,,FB
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,1,T,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,1,E,2,CLOD,CLOD,,Coralline Lethal Orange Disease,,,,Others
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,4,M,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,1,SM,1,"UWSD, P",UWS,OWS,Ulcerative White Spot Disease,Predation,,,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,1,B,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Echinopora,1,F,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,2,E,1,"WS, B, P",WS,WS,White Syndrome,Bleaching ,Predation,,WS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,2,E,1,"FB, P",FB,B,,Focal Bleaching  ,Predation,,FB
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,M,1,UWSD,UWS,OWS,Ulcerative White Spot Disease,,,,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,1,T,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Galaxea,1,M,1,B ,B,B,,Bleaching ,,,BL
Leleuvia ,11/24/2014,4:28,LUDF1,2,Isopora,2,F,1,"FB, P",FB,B,,Focal Bleaching  ,Predation,Patchy white/pale spots on surface,FB
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,1,SM,1,"UWSD, P",UWS,OWS,Ulcerative White Spot Disease,Predation,,Very likely to be white spot. Some white patches also spotted,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,M,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,M,1,"WS, P",WS,WS,White Syndrome,Predation,,White band on colony edge,WS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Pocillopora,1,SM,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,3,SM,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,SM,1,"WS, P, FB, PD",WS,WS,White Syndrome,Predation,Focal Bleaching ,,WS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,4,B,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,2,M,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,1,E,1,UWSD,UWS,OWS,Ulcerative White Spot Disease,,,Very like its white spots,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,1,E,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,M,1,UWSD,UWS,OWS,Ulcerative White Spot Disease,,,White and signs of abrasion ,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,M,1,"B, P",B,B,,Bleaching ,,Non focal bleaching with white patches so its likely focal bleaching,BL
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,M,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Diploastrea,3,M,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Millepora,4,SM,1,FB,FB,B,,Focal Bleaching  ,,,FB
Leleuvia ,11/24/2014,4:28,LUDF1,2,Favites,1,M,3,PD,,,,,,Shows some white bands so could be dead by either disease or bleaching ,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,2,E,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,1,SM,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Leptastrea,1,E,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Diploastrea,1,M,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Astreopora,1,M,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,M,2,PR,PR,,Pigmentation Response,Bleaching ,,White/pale patches ,PR
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,1,E,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,M,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,SM,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,3,SM,4,E,,,,,,,IG
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,1,E,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Isopora,1,SM,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,5,B,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,SM,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,M,1,B,B,B,,Bleaching ,,Massive white patch in the centre,BL
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,2,E,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,M,4,E,,,,,,Overgrowth of sponges and ascidians,IG
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,1,SM,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,1,B,1,"WS, P, FB",WS,WS,White Syndrome,Predation,Focal Bleaching ,,WS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,2,M,1,B,B,B,,Focal Bleaching  ,,Non focal bleahcing with white patches on the surface,BL
Leleuvia ,11/24/2014,4:28,LUDF1,2,Leptastrea,1,E,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,1,SM,1,"UWSD, P",UWS,OWS,Ulcerative White Spot Disease,Predation,,,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,M,4,E,,,,,,,IG
Leleuvia ,11/24/2014,4:28,LUDF1,2,Diploastrea,2,M,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Coscinaraea,1,SM,1,B,B,B,,Bleaching ,,,BL
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,E,1,"UWSD, P",UWS,OWS,Ulcerative White Spot Disease,Predation,,Looks like predation,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,1,B,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,SM,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,1,E,3,PD,,,,,,,PD
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,1,B,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Millepora,1,B,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,1,E,1,"FB, P",FB,B,,Focal Bleaching  ,Predation,Looks like Focal Bleaching ,FB
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,2,M,4,E,,,,,,,IG
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,2,SM,4,E,,,,,,,IG
Leleuvia ,11/24/2014,4:28,LUDF1,2,Acropora,1,B,1,"WS,P",WS,WS,White Syndrome,Predation,,Moslty likely its WS with distinct band,WS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,2,E,1,"UWSD, P",UWS,OWS,Ulcerative White Spot Disease,Predation,,Looks like white spots,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,1,E,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,1,F,1,"UWSD, P",UWS,OWS,,Predation,Focal Bleaching ,,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Millepora,1,SM,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Favites,1,SM,1,"B, P",B,B,,Bleaching ,Predation,,BL
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,5,SM,1,"UWSD, P",UWS,OWS,,Predation,Focal Bleaching ,,UWS
Leleuvia ,11/24/2014,4:28,LUDF1,2,Porites,2,SM,0,,,,,,,,H
Leleuvia ,11/24/2014,4:28,LUDF1,2,Montipora,1,F,0,,,,,,,,H
